,Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
90,RES1,132,USACE - Chicago,"one story, no basement, Structure",0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
91,RES1,133,USACE - Chicago,"one story, w/ basement, Structure",0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
92,RES1,134,USACE - Chicago,"split level, no basement, Structure",0,0,0,0,3,9,13,25,27,28,33,34,41,43,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
93,RES1,135,USACE - Chicago,"split level, w/ basement, Structure",0,0,3,5,6,16,19,22,27,32,35,36,44,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
94,RES1,136,USACE - Chicago,"two story, no basement, Structure",0,0,0,0,8,10,13,18,20,22,24,26,30,34,38,40,42,44,45,46,47,48,49,50,51,52,53,54,55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
95,RES1,137,USACE - Chicago,"two story, w/ basement, Structure",0,0,3,5,7,11,17,22,28,33,35,38,40,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
96,RES1,138,USACE - Galveston,"one & 1/2 story, no basement, Structure",0,0,0,0,10,28,35,41,43,46,48,49,50,50,50,51,51,52,53,55,57,58,60,62,64,66,68,70,72,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
97,RES1,139,USACE - Galveston,"one story, no basement, Structure",0,0,0,0,10,21,27,32,37,43,46,50,54,58,60,63,67,70,74,79,82,83,84,85,86,87,88,89,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
98,RES1,140,USACE - Galveston,"two story, no basement, Structure",0,0,0,0,5,21,27,31,34,37,39,40,40,42,44,47,49,52,55,58,60,62,65,67,69,71,73,75,77,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
99,RES1,141,USACE - New Orleans,"one story, Pier foundation, structure, fresh water, short",0,0,0,1,12,42,48,53,54,73,73,73,73,78,78,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
100,RES1,168,USACE - New Orleans,"two story, Structure,  salt water, long duration",0,0,0,0,0,70,75,79,80,83,83,83,83,83,83,98,98,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
101,RES1,169,USACE - New Orleans,"two story, Pier foundation, structure, fresh water, short",0,0,0,4,12,25,33,34,36,42,42,42,42,53,62,66,66,67,71,71,71,71,71,71,71,71,71,71,71,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
102,RES1,170,USACE - New Orleans,"two story, Slab foundation, structure, fresh water, long",0,0,0,0,3,25,29,30,33,40,40,40,40,48,55,58,58,60,64,64,64,64,64,64,64,64,64,64,64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
103,RES1,171,USACE - New Orleans,"two story, Pier foundation, structure, salt  water, short",0,0,0,4,18,54,55,55,57,60,60,60,60,63,71,73,74,74,74,74,74,74,74,74,74,74,74,74,74,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
104,RES1,146,USACE - New Orleans,"one story, Pier foundation, structure, salt water, long",0,0,0,1,15,50,70,71,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
105,RES1,147,USACE - New Orleans,"one story, Slab foundation, structure, salt water, short",0,0,0,0,1,23,31,35,36,53,53,53,53,62,62,64,64,64,64,64,64,64,64,64,64,64,64,64,64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
106,RES1,148,USACE - New Orleans,"one story, Slab foundation, structure, salt water, long",0,0,0,0,1,23,42,45,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
107,RES1,149,USACE - New Orleans,"one story, Structure,  fresh water, short duration",0,0,0,0,0,42,58,78,84,87,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
108,RES1,123,FIA,"three or more floors, w/ basement, Structure, A-Zone",0,0,3,5,7,9,15,20,26,31,33,36,39,43,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
109,RES1,164,USACE - New Orleans,"two story, Slab foundation, structure, salt water, long",0,0,0,0,1,16,27,29,80,80,80,80,80,80,80,80,80,83,83,83,83,83,83,83,83,83,83,83,83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
110,RES1,165,USACE - New Orleans,"two story, Structure, fresh water, short duration",0,0,0,0,0,38,50,67,73,76,78,78,78,78,78,86,88,91,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
111,RES1,166,USACE - New Orleans,"two story, Structure,  fresh water, long duration",0,0,0,0,0,67,73,76,78,78,78,78,78,78,78,91,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
112,RES1,167,USACE - New Orleans,"two story, Structure, salt water, short duration",0,0,0,0,0,45,57,70,75,79,80,83,83,83,83,91,94,98,98,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
113,RES1,159,USACE - New Orleans,"two story, Slab foundation, structure, fresh water, short",0,0,0,0,1,15,19,21,22,34,34,34,35,38,40,48,51,57,57,57,57,57,57,57,57,57,57,57,57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
114,RES1,160,USACE - New Orleans,"two story, Slab foundation, structure, fresh water, long",0,0,0,0,1,15,27,29,29,35,35,35,35,38,47,51,53,57,57,57,57,57,57,57,57,57,57,57,57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
115,RES1,161,USACE - New Orleans,"two story, Pier foundation, structure, salt water, short",0,0,0,1,6,19,25,25,31,39,39,39,43,46,51,60,60,75,75,75,75,75,75,75,75,75,75,75,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
116,RES1,162,USACE - New Orleans,"two story, Pier foundation, structure, salt  water, long",0,0,0,1,6,19,33,33,93,93,93,93,93,93,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
117,RES1,176,USACE - Wilmington,"one & 1/2 story, Structure",1,1,1,1,8,11,18,22,25,29,32,34,37,39,42,44,45,47,48,50,51,53,55,57,60,65,70,75,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
118,RES1,177,USACE - Wilmington,"one & 1/2 story w/ 1/2 living area below, Structure",0,0,0,0,1,3,4,6,8,9,11,13,15,21,27,35,37,41,43,46,49,51,53,55,57,71,86,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
119,RES1,178,USACE - Wilmington,"one story, Pile foundation, structure",4,4,5,6,9,14,23,36,39,46,47,49,50,52,54,58,62,66,70,74,80,81,83,84,85,90,95,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
120,RES1,179,USACE - Wilmington,"one story, Structure",1,1,1,1,9,14,23,28,32,36,39,43,46,49,52,56,60,64,68,73,80,81,83,84,85,85,85,85,85,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
121,RES1,180,USACE - Wilmington,"one story w/ 1/2 living area below, Structure",0,0,1,1,1,4,6,8,10,12,14,17,20,21,32,42,45,49,53,57,61,63,64,66,68,78,89,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
122,RES1,172,USACE - New Orleans,"two story, Slab foundation, structure, salt water, long",0,0,0,0,5,44,46,50,52,52,52,52,52,56,66,68,68,70,70,70,70,70,70,70,70,70,70,70,70,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
123,RES1,173,USACE - St. Paul,"one story, Structure",0,0,0,0,11,32,39,41,46,51,54,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
124,RES1,174,USACE - St. Paul,"two story, Structure",0,0,0,0,6,18,20,22,25,27,29,29,32,36,45,45,45,47,49,49,49,49,49,49,49,49,49,49,49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
125,RES1,175,USACE - Wilmington,"one & 1/2 story, Pile foundation, structure",3,4,4,4,8,11,19,28,30,34,36,37,39,41,43,45,46,47,49,50,51,53,55,57,60,73,87,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
126,RES1,163,USACE - New Orleans,"two story, Slab foundation, structure, salt water, short",0,0,0,0,1,16,21,23,25,38,38,38,39,41,44,52,57,62,62,62,62,62,62,62,62,62,62,62,62,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
127,RES2,77,USACE - Galveston,"Mobile Home, Contents",0,0,0,0,3,23,36,43,55,66,78,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
128,RES2,80,USACE - Wilmington,"Mobile Home, Contents",0,0,0,0,6,22,32,37,50,63,74,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
129,RES2,76,USACE - Chicago,"Mobile Home, Contents",0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
130,RES2,200,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,0,0,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
131,RES2,79,USACE - New Orleans,"Mobile Home, Contents, salt water, long duration",0,0,0,0,0,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
132,RES2,202,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,12,32,64,66,66,66,66,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
133,RES2,203,USACE - Wilmington,"Mobile Home, structure",1,1,2,3,8,27,42,60,93,96,96,97,97,97,98,98,98,98,99,99,99,99,99,99,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
134,RES2,195,USACE - New Orleans,"Mobile Home, structure, salt water, short duration",0,0,0,6,10,45,47,47,51,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
135,RES2,201,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,1,17,45,49,49,52,57,58,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
136,RES2,197,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,0,0,38,56,69,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
137,RES2,198,USACE - New Orleans,"Mobile Home, structure, fresh water, long duration",0,0,0,0,0,85,95,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
138,RES2,199,USACE - New Orleans,"Mobile Home, structure, salt water, short duration",0,0,0,0,0,45,64,71,82,92,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
139,RES2,74,FIA,"Mobile Home, Contents, A-Zone",0,0,0,0,3,27,49,64,70,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
140,RES2,75,FIA,"Mobile Home, Contents, V-Zone",0,0,0,0,3,27,50,65,71,76,78,79,81,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
141,RES2,191,USACE - Chicago,"Mobile Home, structure",0,0,0,0,10,44,63,73,78,80,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
142,RES2,78,USACE - New Orleans,"Mobile Home, Contents, fresh water, short duration",0,0,0,0,0,39,54,75,77,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
143,RES2,189,FIA,"Mobile home, structure, A-Zone",0,0,0,0,11,44,63,73,78,79,81,82,83,84,85,86,88,89,90,91,92,94,95,96,97,98,99,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
144,RES2,190,FIA,"Mobile home, structure, V-Zone",0,0,0,0,8,45,64,74,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
145,RES2,194,USACE - New Orleans,"Mobile Home, structure, fresh water, long duration",0,0,0,6,10,45,46,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
146,RES2,192,USACE - Galveston,"Mobile Home, structure",0,0,0,0,14,19,31,54,93,96,96,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
147,RES2,193,USACE - New Orleans,"Mobile Home, structure, fresh water, short duration",0,0,0,6,10,45,46,46,50,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
148,RES2,196,USACE - New Orleans,"Mobile Home, structure, salt water, long duration",0,0,0,6,10,45,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
149,RES4,85,USACE - Galveston,"Average hotel/motel, Contents (Equipment/Inventory)",0,0,0,0,0,11,19,25,29,34,39,44,49,56,65,74,82,88,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
150,RES4,86,USACE - Galveston,"Hotel, contents (Equipment)",0,0,0,0,0,11,22,28,33,37,41,44,46,49,54,60,69,81,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
151,RES4,87,USACE - Galveston,"Motel Unit, contents (Inventory)",0,0,0,0,0,10,16,21,25,30,36,43,52,63,76,88,95,95,95,95,95,95,95,95,95,95,95,95,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
152,RES4,212,USACE - Wilmington,"Hotel, structure",0,0,0,0,11,21,30,37,42,47,51,56,61,66,70,75,79,84,88,92,96,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
153,RES4,213,USACE - Wilmington,"Motel, structure",0,0,0,0,10,16,21,28,36,46,54,63,70,73,75,77,79,81,83,85,87,89,91,93,95,97,99,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
154,RES4,209,USACE - Galveston,"Average Hotel & Motel, structure",0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
155,RES4,210,USACE - Galveston,"Hotel, structure",0,0,0,0,0,1,2,2,2,3,5,6,9,11,15,18,22,26,30,34,39,43,48,53,58,63,68,73,78,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
156,RES4,211,USACE - Galveston,"Motel Unit, structure",0,0,0,0,0,4,7,10,12,15,18,22,26,31,37,43,50,56,61,65,69,72,76,79,82,85,88,91,94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
157,RES5,214,USACE - Galveston,"Nursing Home, structure",0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,RES6 default,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
158,RES5,88,USACE - Galveston,"Average institutional dormitory, contents",0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,RES6 default,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
159,RES6,89,USACE - Galveston,"Nursing Home, contents (Equipment)",0,0,0,0,0,38,60,73,81,88,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,RES,Cont
160,RES6,215,USACE - Galveston,"Nursing Home, structure",0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
161,RES6,216,USACE - Wilmington,"Rest Home, structure",0,0,0,0,12,21,27,34,41,49,55,62,68,73,78,83,88,93,98,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,RES,Bldg
162,COM1,118,USACE - Galveston,"Gift Shop, contents (Inventory)",0,0,0,0,0,54,63,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
163,COM1,95,USACE - Galveston,"Bait Stand, contents (Inventory)",0,0,0,0,0,3,7,11,16,22,29,36,44,52,60,69,79,88,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
164,COM1,96,USACE - Galveston,"Bakery, contents (Equipment)",0,0,0,0,14,35,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
165,COM1,93,USACE - Galveston,"Appliance Sales, contents (Inventory)",0,0,0,0,0,83,91,94,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
166,COM1,94,USACE - Galveston,"Large Auto Dealer, contents (Inventory)",0,0,0,0,20,50,90,95,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
167,COM1,90,USACE - Galveston,Average retail trade contents (Inventory/Equipment),0,0,0,0,2,26,42,56,68,78,83,85,87,88,89,90,91,92,92,92,93,93,94,94,94,94,94,94,94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
168,COM1,91,USACE - Galveston,"Antique, contents (Inventory)",0,0,0,0,20,75,78,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
169,COM1,92,USACE - Galveston,"Appliance Sales, contents (Equipment)",0,0,0,0,0,15,16,28,58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
170,COM1,107,USACE - Galveston,"Crafts, contents (Inventory)",0,0,0,0,0,20,30,50,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
171,COM1,108,USACE - Galveston,"Chain Drug Store, contents (Inventory)",0,0,0,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
172,COM1,109,USACE - Galveston,"Fabric Store, contents (Equipment)",0,0,0,0,0,20,30,40,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
173,COM1,110,USACE - Galveston,"Fabric Store, contents (Inventory)",0,0,0,0,0,15,30,50,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
174,COM1,111,USACE - Galveston,"Feed Store, contents (Equipment)",0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
175,COM1,112,USACE - Galveston,"Feed Store, contents (Inventory)",0,0,0,0,0,0,0,0,15,15,15,15,25,25,25,25,50,50,50,50,75,75,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
176,COM1,113,USACE - Galveston,"Florist, contents (Equipment)",0,0,0,0,0,49,60,75,78,79,82,85,89,93,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
177,COM1,114,USACE - Galveston,"Florist, contents (Inventory)",0,0,0,0,0,50,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
178,COM1,115,USACE - Galveston,"Fruit Stand, contents (Inventory)",0,0,0,0,0,45,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
